id,ref,phases,expmeth,solvent,property,property_type,V1,V2,V3,V4,dV4,dV3,temperature,pressure,mole_fraction,gamma,cmp1_id,cmp1_name,cmp1_formula,cmp1_smiles,cmp1_smiles_error,cmp1_sample,cmp1_mw,cmp2_id,cmp2_name,cmp2_formula,cmp2_smiles,cmp2_smiles_error,cmp2_sample,cmp2_mw,SMILES_IL,SMILES_solute,IL_name,solute_name,IL_id,solute_id
pymtV,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,101.0,0.0,31.9,2.2,,318.15,101.0,0.0,31.9,AAVexq,oct-1-ene,C8 H16,C=CCCCCCC,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",112.22,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C=CCCCCCC,1-butyl-3-methylimidazolium trifluoromethanesulfonate,oct-1-ene,ABDWVo,AAVexq
pymtV,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,101.0,0.0,30.2,2.1,,328.15,101.0,0.0,30.2,AAVexq,oct-1-ene,C8 H16,C=CCCCCCC,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",112.22,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C=CCCCCCC,1-butyl-3-methylimidazolium trifluoromethanesulfonate,oct-1-ene,ABDWVo,AAVexq
pymtV,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,101.0,0.0,28.9,2.0,,338.15,101.0,0.0,28.9,AAVexq,oct-1-ene,C8 H16,C=CCCCCCC,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",112.22,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C=CCCCCCC,1-butyl-3-methylimidazolium trifluoromethanesulfonate,oct-1-ene,ABDWVo,AAVexq
pymtV,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,101.0,0.0,27.6,1.9,,348.15,101.0,0.0,27.6,AAVexq,oct-1-ene,C8 H16,C=CCCCCCC,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",112.22,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C=CCCCCCC,1-butyl-3-methylimidazolium trifluoromethanesulfonate,oct-1-ene,ABDWVo,AAVexq
pymtV,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,101.0,0.0,26.5,1.8,,358.15,101.0,0.0,26.5,AAVexq,oct-1-ene,C8 H16,C=CCCCCCC,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",112.22,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C=CCCCCCC,1-butyl-3-methylimidazolium trifluoromethanesulfonate,oct-1-ene,ABDWVo,AAVexq
pymtV,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,101.0,0.0,25.6,1.8,,368.15,101.0,0.0,25.6,AAVexq,oct-1-ene,C8 H16,C=CCCCCCC,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",112.22,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C=CCCCCCC,1-butyl-3-methylimidazolium trifluoromethanesulfonate,oct-1-ene,ABDWVo,AAVexq
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",298.15,101.0,0.0,1.14,0.07,,298.15,101.0,0.0,1.14,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",308.15,101.0,0.0,1.15,0.07,,308.15,101.0,0.0,1.15,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,101.0,0.0,1.15,0.07,,318.15,101.0,0.0,1.15,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,101.0,0.0,1.16,0.07,,328.15,101.0,0.0,1.16,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,101.0,0.0,1.17,0.07,,338.15,101.0,0.0,1.17,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,101.0,0.0,1.18,0.08,,348.15,101.0,0.0,1.18,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,101.0,0.0,1.18,0.08,,358.15,101.0,0.0,1.18,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
eidty,"{'full': 'Domanska, U.; Marciniak, A. (2010) J. Phys. Chem. B 112(35), 11100-11105.', 'title': 'Activity Coefficients at Infinite Dilution Measurements for Organic Solutes and Water in the Ionic Liquid 1-Butyl-3-methylimidazolium Trifluoromethanesulfonate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,101.0,0.0,1.19,0.08,,368.15,101.0,0.0,1.19,AAQJSl,thiophene,C4 H4 S,c1ccsc1,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99 mass %'}",84.14,ABDWVo,1-butyl-3-methylimidazolium trifluoromethanesulfonate,C9 F3 H15 N2 O3 S,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,,"{'Source': 'commercial source', 'Purification': 'stated by supplier', 'Purity': '99.9 mass %', 'Purity analysis': 'dried by vacuum heating'}",288.29,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,c1ccsc1,1-butyl-3-methylimidazolium trifluoromethanesulfonate,thiophene,ABDWVo,AAQJSl
