ref_id_general_group,original_index_general_group,temperature_general_group,gamma_general_group,ref_id_group_0,original_index_group_0,temperature_group_0,gamma_group_0,ref_id_group_1,original_index_group_1,temperature_group_1,gamma_group_1,ref_id_group_2,original_index_group_2,temperature_group_2,gamma_group_2,ref_id_group_3,original_index_group_3,temperature_group_3,gamma_group_3,ref_id_group_4,original_index_group_4,temperature_group_4,gamma_group_4,ref_id_group_5,original_index_group_5,temperature_group_5,gamma_group_5,ref_id_seudo_group,original_index_seudo_group,temperature_seudo_group,gamma_seudo_group
"[79, 79, 79, 79, 79, 79, 139, 139, 139, 139, 139]","[19054, 19055, 19056, 19057, 19058, 19059, 37380, 37381, 37382, 37383, 37384]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 318.15, 323.15, 333.15, 343.15, 353.15]","[0.651, 0.687, 0.722, 0.76, 0.796, 0.827, 0.654, 0.662, 0.676, 0.688, 0.701]","[139, 139, 139, 139, 139]","[37380, 37381, 37382, 37383, 37384]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.654, 0.662, 0.676, 0.688, 0.701]","[79, 79, 79, 79, 79, 79]","[19054, 19055, 19056, 19057, 19058, 19059]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[0.651, 0.687, 0.722, 0.76, 0.796, 0.827]",,,,,,,,,,,,,,,,,,,,
"[109, 109, 109, 109, 109, 109, 137, 137, 137, 137, 137]","[31102, 31103, 31104, 31105, 31106, 31107, 37170, 37171, 37172, 37173, 37174]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[2.09, 1.89, 1.72, 1.58, 1.46, 1.35, 1.64, 1.54, 1.47, 1.4, 1.36]","[137, 137, 137, 137, 137]","[37170, 37171, 37172, 37173, 37174]","[323.15, 333.15, 343.15, 353.15, 363.15]","[1.64, 1.54, 1.47, 1.4, 1.36]","[109, 109, 109, 109, 109, 109]","[31102, 31103, 31104, 31105, 31106, 31107]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[2.09, 1.89, 1.72, 1.58, 1.46, 1.35]",,,,,,,,,,,,,,,,,,,,
"[79, 79, 79, 79, 79, 79, 139, 139, 139, 139, 139]","[19078, 19079, 19080, 19081, 19082, 19083, 37305, 37306, 37307, 37308, 37309]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 318.15, 323.15, 333.15, 343.15, 353.15]","[2.64, 2.41, 2.19, 2.04, 1.89, 1.76, 2.6, 2.43, 2.16, 1.93, 1.74]","[139, 139, 139, 139, 139]","[37305, 37306, 37307, 37308, 37309]","[318.15, 323.15, 333.15, 343.15, 353.15]","[2.6, 2.43, 2.16, 1.93, 1.74]","[79, 79, 79, 79, 79, 79]","[19078, 19079, 19080, 19081, 19082, 19083]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[2.64, 2.41, 2.19, 2.04, 1.89, 1.76]",,,,,,,,,,,,,,,,,,,,
"[117, 117, 117, 117, 117, 48, 48, 48, 48, 196, 196]","[32590, 32591, 32592, 32593, 32594, 40556, 40557, 40558, 40559, 52294, 52295]","[318.15, 323.15, 333.15, 343.15, 353.15, 308.15, 318.15, 328.15, 338.15, 312.55, 332.45]","[640.0, 600.0, 520.0, 471.0, 422.0, 378.0, 328.0, 273.0, 244.0, 432.0, 497.0]","[48, 48, 48, 48]","[40556, 40557, 40558, 40559]","[308.15, 318.15, 328.15, 338.15]","[378.0, 328.0, 273.0, 244.0]","[117, 117, 117, 117, 117]","[32590, 32591, 32592, 32593, 32594]","[318.15, 323.15, 333.15, 343.15, 353.15]","[640.0, 600.0, 520.0, 471.0, 422.0]",,,,,,,,,,,,,,,,,"[196, 196]","[52294, 52295]","[312.55, 332.45]","[432.0, 497.0]"
"[79, 79, 79, 79, 79, 79, 139, 139, 139, 139, 139]","[19066, 19067, 19068, 19069, 19070, 19071, 37295, 37296, 37297, 37298, 37299]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 318.15, 323.15, 333.15, 343.15, 353.15]","[2.63, 2.4, 2.2, 2.04, 1.9, 1.77, 2.44, 2.3, 2.07, 1.86, 1.68]","[139, 139, 139, 139, 139]","[37295, 37296, 37297, 37298, 37299]","[318.15, 323.15, 333.15, 343.15, 353.15]","[2.44, 2.3, 2.07, 1.86, 1.68]","[79, 79, 79, 79, 79, 79]","[19066, 19067, 19068, 19069, 19070, 19071]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[2.63, 2.4, 2.2, 2.04, 1.9, 1.77]",,,,,,,,,,,,,,,,,,,,
"[79, 79, 79, 79, 79, 79, 139, 139, 139, 139, 139]","[19060, 19061, 19062, 19063, 19064, 19065, 37290, 37291, 37292, 37293, 37294]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 318.15, 323.15, 333.15, 343.15, 353.15]","[2.3, 2.11, 1.95, 1.83, 1.7, 1.59, 2.3, 2.17, 1.95, 1.76, 1.6]","[139, 139, 139, 139, 139]","[37290, 37291, 37292, 37293, 37294]","[318.15, 323.15, 333.15, 343.15, 353.15]","[2.3, 2.17, 1.95, 1.76, 1.6]","[79, 79, 79, 79, 79, 79]","[19060, 19061, 19062, 19063, 19064, 19065]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[2.3, 2.11, 1.95, 1.83, 1.7, 1.59]",,,,,,,,,,,,,,,,,,,,
"[79, 79, 79, 79, 79, 79, 139, 139, 139, 139, 139]","[19036, 19037, 19038, 19039, 19040, 19041, 37315, 37316, 37317, 37318, 37319]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 318.15, 323.15, 333.15, 343.15, 353.15]","[3.04, 3.11, 3.18, 3.24, 3.29, 3.35, 3.25, 3.25, 3.26, 3.26, 3.26]","[139, 139, 139, 139, 139]","[37315, 37316, 37317, 37318, 37319]","[318.15, 323.15, 333.15, 343.15, 353.15]","[3.25, 3.25, 3.26, 3.26, 3.26]","[79, 79, 79, 79, 79, 79]","[19036, 19037, 19038, 19039, 19040, 19041]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[3.04, 3.11, 3.18, 3.24, 3.29, 3.35]",,,,,,,,,,,,,,,,,,,,
"[79, 79, 79, 79, 79, 79, 139, 139, 139, 139, 139]","[19024, 19025, 19026, 19027, 19028, 19029, 37375, 37376, 37377, 37378, 37379]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 318.15, 323.15, 333.15, 343.15, 353.15]","[0.292, 0.306, 0.322, 0.336, 0.352, 0.364, 0.286, 0.289, 0.294, 0.299, 0.302]","[139, 139, 139, 139, 139]","[37375, 37376, 37377, 37378, 37379]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.286, 0.289, 0.294, 0.299, 0.302]","[79, 79, 79, 79, 79, 79]","[19024, 19025, 19026, 19027, 19028, 19029]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[0.292, 0.306, 0.322, 0.336, 0.352, 0.364]",,,,,,,,,,,,,,,,,,,,
"[18, 18, 18, 18, 18, 18, 18, 18, 186, 186, 186]","[2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 47571, 47572, 47573]","[313.15, 313.15, 333.15, 333.15, 353.15, 353.15, 373.15, 373.15, 308.15, 318.15, 328.15]","[0.526, 0.548, 0.482, 0.5, 0.446, 0.466, 0.381, 0.453, 6.682, 6.383, 6.097]","[186, 186, 186]","[47571, 47572, 47573]","[308.15, 318.15, 328.15]","[6.682, 6.383, 6.097]","[18, 18, 18, 18, 18, 18, 18, 18]","[2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181]","[313.15, 313.15, 333.15, 333.15, 353.15, 353.15, 373.15, 373.15]","[0.526, 0.548, 0.482, 0.5, 0.446, 0.466, 0.381, 0.453]",,,,,,,,,,,,,,,,,,,,
"[47, 47, 47, 47, 47, 47, 94, 94, 94, 94, 94]","[7576, 7577, 7578, 7579, 7580, 7581, 38130, 38131, 38132, 38133, 38134]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[2.07, 2.22, 2.36, 2.5, 2.64, 2.77, 2.04, 2.12, 2.2, 2.29, 2.32]","[94, 94, 94, 94, 94]","[38130, 38131, 38132, 38133, 38134]","[333.15, 343.15, 353.15, 363.15, 373.15]","[2.04, 2.12, 2.2, 2.29, 2.32]","[47, 47, 47, 47, 47, 47]","[7576, 7577, 7578, 7579, 7580, 7581]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[2.07, 2.22, 2.36, 2.5, 2.64, 2.77]",,,,,,,,,,,,,,,,,,,,
"[88, 88, 88, 88, 88, 88, 155, 155, 155, 155]","[23194, 23195, 23196, 23197, 23198, 23199, 40296, 40297, 40298, 40299]","[313.15, 313.15, 323.15, 323.15, 333.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[6.7, 6.82, 6.56, 6.61, 6.29, 6.3, 4.111, 3.934, 3.855, 3.809]","[88, 88, 88, 88, 88, 88]","[23194, 23195, 23196, 23197, 23198, 23199]","[313.15, 313.15, 323.15, 323.15, 333.15, 333.15]","[6.7, 6.82, 6.56, 6.61, 6.29, 6.3]","[155, 155, 155, 155]","[40296, 40297, 40298, 40299]","[343.15, 353.15, 363.15, 373.15]","[4.111, 3.934, 3.855, 3.809]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30334, 30335, 30336, 30337, 30338, 30339, 42356, 42357, 42358, 42359]","[302.5, 313.1, 323.0, 332.9, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15]","[3.6, 3.2, 2.9, 2.6, 2.3, 2.1, 2.6, 2.3, 2.0, 1.8]","[104, 104, 104, 104, 104, 104]","[30334, 30335, 30336, 30337, 30338, 30339]","[302.5, 313.1, 323.0, 332.9, 342.9, 353.0]","[3.6, 3.2, 2.9, 2.6, 2.3, 2.1]","[129, 129, 129, 129]","[42356, 42357, 42358, 42359]","[303.15, 313.15, 323.15, 333.15]","[2.6, 2.3, 2.0, 1.8]",,,,,,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 199, 199, 199, 206, 206, 206]","[40388, 40389, 40390, 40391, 49254, 49255, 49256, 51864, 51865, 51866]","[293.15, 313.15, 333.15, 353.15, 313.15, 323.15, 333.15, 315.9, 325.3, 334.8]","[4.8, 3.64, 2.83, 2.25, 3.57, 3.54, 3.43, 3.65, 3.16, 2.85]","[4, 4, 4, 4]","[40388, 40389, 40390, 40391]","[293.15, 313.15, 333.15, 353.15]","[4.8, 3.64, 2.83, 2.25]","[206, 206, 206]","[51864, 51865, 51866]","[315.9, 325.3, 334.8]","[3.65, 3.16, 2.85]","[199, 199, 199]","[49254, 49255, 49256]","[313.15, 323.15, 333.15]","[3.57, 3.54, 3.43]",,,,,,,,,,,,,,,,
"[88, 88, 88, 88, 88, 88, 155, 155, 155, 155]","[23266, 23267, 23268, 23269, 23270, 23271, 40332, 40333, 40334, 40335]","[313.15, 313.15, 323.15, 323.15, 333.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[14.1, 14.3, 13.6, 13.8, 13.2, 13.2, 7.1, 7.0, 6.8, 6.8]","[88, 88, 88, 88, 88, 88]","[23266, 23267, 23268, 23269, 23270, 23271]","[313.15, 313.15, 323.15, 323.15, 333.15, 333.15]","[14.1, 14.3, 13.6, 13.8, 13.2, 13.2]","[155, 155, 155, 155]","[40332, 40333, 40334, 40335]","[343.15, 353.15, 363.15, 373.15]","[7.1, 7.0, 6.8, 6.8]",,,,,,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 199, 199, 199, 206, 206, 206]","[40380, 40381, 40382, 40383, 49257, 49258, 49259, 51855, 51856, 51857]","[293.15, 313.15, 333.15, 353.15, 313.15, 323.15, 333.15, 315.9, 325.3, 334.8]","[8.39, 5.74, 4.23, 3.23, 5.31, 5.05, 4.83, 5.03, 4.38, 3.84]","[4, 4, 4, 4]","[40380, 40381, 40382, 40383]","[293.15, 313.15, 333.15, 353.15]","[8.39, 5.74, 4.23, 3.23]","[206, 206, 206]","[51855, 51856, 51857]","[315.9, 325.3, 334.8]","[5.03, 4.38, 3.84]","[199, 199, 199]","[49257, 49258, 49259]","[313.15, 323.15, 333.15]","[5.31, 5.05, 4.83]",,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 199, 199, 199, 206, 206, 206]","[40376, 40377, 40378, 40379, 49251, 49252, 49253, 51867, 51868, 51869]","[293.15, 313.15, 333.15, 353.15, 313.15, 323.15, 333.15, 315.9, 325.3, 334.8]","[5.53, 4.14, 3.18, 2.45, 4.35, 4.07, 3.77, 4.01, 3.46, 3.18]","[4, 4, 4, 4]","[40376, 40377, 40378, 40379]","[293.15, 313.15, 333.15, 353.15]","[5.53, 4.14, 3.18, 2.45]","[206, 206, 206]","[51867, 51868, 51869]","[315.9, 325.3, 334.8]","[4.01, 3.46, 3.18]","[199, 199, 199]","[49251, 49252, 49253]","[313.15, 323.15, 333.15]","[4.35, 4.07, 3.77]",,,,,,,,,,,,,,,,
"[27, 27, 27, 27, 27, 27, 27, 189, 189, 189]","[4508, 4509, 4510, 4511, 4512, 4513, 4514, 48060, 48061, 48062]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15, 303.0, 323.0, 343.0]","[158.0, 143.0, 124.0, 112.0, 101.0, 85.8, 75.3, 222.0, 167.8, 162.4]","[27, 27, 27, 27, 27, 27, 27]","[4508, 4509, 4510, 4511, 4512, 4513, 4514]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[158.0, 143.0, 124.0, 112.0, 101.0, 85.8, 75.3]","[189, 189, 189]","[48060, 48061, 48062]","[303.0, 323.0, 343.0]","[222.0, 167.8, 162.4]",,,,,,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 199, 199, 199, 206, 206, 206]","[40368, 40369, 40370, 40371, 49260, 49261, 49262, 51861, 51862, 51863]","[293.15, 313.15, 333.15, 353.15, 313.15, 323.15, 333.15, 315.9, 325.3, 334.8]","[8.17, 5.9, 4.49, 3.43, 5.91, 5.48, 5.14, 5.59, 4.77, 4.24]","[4, 4, 4, 4]","[40368, 40369, 40370, 40371]","[293.15, 313.15, 333.15, 353.15]","[8.17, 5.9, 4.49, 3.43]","[206, 206, 206]","[51861, 51862, 51863]","[315.9, 325.3, 334.8]","[5.59, 4.77, 4.24]","[199, 199, 199]","[49260, 49261, 49262]","[313.15, 323.15, 333.15]","[5.91, 5.48, 5.14]",,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30352, 30353, 30354, 30355, 30356, 30357, 42036, 42037, 42038, 42039]","[302.7, 313.3, 323.0, 333.0, 342.9, 352.9, 303.15, 313.15, 323.15, 333.15]","[5.8, 4.5, 3.6, 2.9, 2.4, 1.9, 22.0, 20.0, 19.0, 19.0]","[104, 104, 104, 104, 104, 104]","[30352, 30353, 30354, 30355, 30356, 30357]","[302.7, 313.3, 323.0, 333.0, 342.9, 352.9]","[5.8, 4.5, 3.6, 2.9, 2.4, 1.9]","[129, 129, 129, 129]","[42036, 42037, 42038, 42039]","[303.15, 313.15, 323.15, 333.15]","[22.0, 20.0, 19.0, 19.0]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30298, 30299, 30300, 30301, 30302, 30303, 42344, 42345, 42346, 42347]","[302.5, 313.1, 323.0, 332.9, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15]","[1.9, 1.7, 1.5, 1.4, 1.26, 1.13, 1.3, 1.23, 1.11, 1.0]","[104, 104, 104, 104, 104, 104]","[30298, 30299, 30300, 30301, 30302, 30303]","[302.5, 313.1, 323.0, 332.9, 342.9, 353.0]","[1.9, 1.7, 1.5, 1.4, 1.26, 1.13]","[129, 129, 129, 129]","[42344, 42345, 42346, 42347]","[303.15, 313.15, 323.15, 333.15]","[1.3, 1.23, 1.11, 1.0]",,,,,,,,,,,,,,,,,,,,
"[114, 114, 114, 114, 114, 189, 189, 189, 208, 208]","[31980, 31981, 31982, 31983, 31984, 48081, 48082, 48083, 52268, 52269]","[303.16, 318.14, 323.27, 333.11, 343.09, 303.0, 323.0, 343.0, 298.15, 323.15]","[45.0, 42.0, 41.1, 38.9, 36.8, 47.7, 39.9, 33.6, 31.2, 25.6]","[114, 114, 114, 114, 114]","[31980, 31981, 31982, 31983, 31984]","[303.16, 318.14, 323.27, 333.11, 343.09]","[45.0, 42.0, 41.1, 38.9, 36.8]","[189, 189, 189]","[48081, 48082, 48083]","[303.0, 323.0, 343.0]","[47.7, 39.9, 33.6]",,,,,,,,,,,,,,,,,"[208, 208]","[52268, 52269]","[298.15, 323.15]","[31.2, 25.6]"
"[88, 88, 88, 88, 88, 88, 155, 155, 155, 155]","[23176, 23177, 23178, 23179, 23180, 23181, 40304, 40305, 40306, 40307]","[313.15, 313.15, 323.15, 323.15, 333.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[1.77, 1.85, 1.61, 1.65, 1.46, 1.5, 0.86, 0.86, 0.85, 0.85]","[88, 88, 88, 88, 88, 88]","[23176, 23177, 23178, 23179, 23180, 23181]","[313.15, 313.15, 323.15, 323.15, 333.15, 333.15]","[1.77, 1.85, 1.61, 1.65, 1.46, 1.5]","[155, 155, 155, 155]","[40304, 40305, 40306, 40307]","[343.15, 353.15, 363.15, 373.15]","[0.86, 0.86, 0.85, 0.85]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30316, 30317, 30318, 30319, 30320, 30321, 42352, 42353, 42354, 42355]","[302.5, 313.1, 323.0, 332.9, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15]","[2.6, 2.4, 2.1, 1.9, 1.7, 1.5, 1.9, 1.7, 1.5, 1.4]","[104, 104, 104, 104, 104, 104]","[30316, 30317, 30318, 30319, 30320, 30321]","[302.5, 313.1, 323.0, 332.9, 342.9, 353.0]","[2.6, 2.4, 2.1, 1.9, 1.7, 1.5]","[129, 129, 129, 129]","[42352, 42353, 42354, 42355]","[303.15, 313.15, 323.15, 333.15]","[1.9, 1.7, 1.5, 1.4]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30082, 30083, 30084, 30085, 30086, 30087, 42256, 42257, 42258, 42259]","[302.6, 313.2, 323.2, 332.8, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15]","[37.0, 32.0, 27.0, 24.0, 20.0, 17.0, 38.0, 35.0, 33.0, 32.0]","[104, 104, 104, 104, 104, 104]","[30082, 30083, 30084, 30085, 30086, 30087]","[302.6, 313.2, 323.2, 332.8, 342.9, 353.0]","[37.0, 32.0, 27.0, 24.0, 20.0, 17.0]","[129, 129, 129, 129]","[42256, 42257, 42258, 42259]","[303.15, 313.15, 323.15, 333.15]","[38.0, 35.0, 33.0, 32.0]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30280, 30281, 30282, 30283, 30284, 30285, 42340, 42341, 42342, 42343]","[302.6, 313.3, 323.2, 333.1, 343.0, 353.1, 303.15, 313.15, 323.15, 333.15]","[3.0, 3.0, 3.1, 3.1, 3.1, 3.1, 2.6, 2.6, 2.7, 2.7]","[104, 104, 104, 104, 104, 104]","[30280, 30281, 30282, 30283, 30284, 30285]","[302.6, 313.3, 323.2, 333.1, 343.0, 353.1]","[3.0, 3.0, 3.1, 3.1, 3.1, 3.1]","[129, 129, 129, 129]","[42340, 42341, 42342, 42343]","[303.15, 313.15, 323.15, 333.15]","[2.6, 2.6, 2.7, 2.7]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30262, 30263, 30264, 30265, 30266, 30267, 42336, 42337, 42338, 42339]","[302.8, 313.2, 323.2, 333.1, 343.0, 353.1, 303.15, 313.15, 323.15, 333.15]","[3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 2.7, 2.7, 2.7, 2.8]","[104, 104, 104, 104, 104, 104]","[30262, 30263, 30264, 30265, 30266, 30267]","[302.8, 313.2, 323.2, 333.1, 343.0, 353.1]","[3.1, 3.1, 3.1, 3.1, 3.1, 3.1]","[129, 129, 129, 129]","[42336, 42337, 42338, 42339]","[303.15, 313.15, 323.15, 333.15]","[2.7, 2.7, 2.7, 2.8]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30244, 30245, 30246, 30247, 30248, 30249, 42348, 42349, 42350, 42351]","[303.1, 313.2, 323.3, 333.1, 343.1, 353.1, 303.15, 313.15, 323.15, 333.15]","[2.7, 2.7, 2.7, 2.7, 2.7, 2.7, 2.4, 2.3, 2.3, 2.3]","[104, 104, 104, 104, 104, 104]","[30244, 30245, 30246, 30247, 30248, 30249]","[303.1, 313.2, 323.3, 333.1, 343.1, 353.1]","[2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[129, 129, 129, 129]","[42348, 42349, 42350, 42351]","[303.15, 313.15, 323.15, 333.15]","[2.4, 2.3, 2.3, 2.3]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[30208, 30209, 30210, 30211, 30212, 30213, 42332, 42333, 42334, 42335]","[303.6, 313.1, 323.2, 333.2, 343.0, 353.3, 303.15, 313.15, 323.15, 333.15]","[2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 1.9, 1.9, 2.0, 2.1]","[104, 104, 104, 104, 104, 104]","[30208, 30209, 30210, 30211, 30212, 30213]","[303.6, 313.1, 323.2, 333.2, 343.0, 353.3]","[2.1, 2.1, 2.1, 2.1, 2.1, 2.1]","[129, 129, 129, 129]","[42332, 42333, 42334, 42335]","[303.15, 313.15, 323.15, 333.15]","[1.9, 1.9, 2.0, 2.1]",,,,,,,,,,,,,,,,,,,,
"[115, 115, 115, 115, 115, 124, 124, 124, 124, 124]","[32005, 32006, 32007, 32008, 32009, 34135, 34136, 34137, 34138, 34139]","[318.15, 323.15, 333.15, 343.15, 353.15, 313.15, 323.15, 343.15, 363.15, 373.15]","[6.04, 6.13, 6.29, 6.4, 6.53, 6.25, 6.32, 6.55, 6.92, 7.15]","[115, 115, 115, 115, 115]","[32005, 32006, 32007, 32008, 32009]","[318.15, 323.15, 333.15, 343.15, 353.15]","[6.04, 6.13, 6.29, 6.4, 6.53]","[124, 124, 124, 124, 124]","[34135, 34136, 34137, 34138, 34139]","[313.15, 323.15, 343.15, 363.15, 373.15]","[6.25, 6.32, 6.55, 6.92, 7.15]",,,,,,,,,,,,,,,,,,,,
"[166, 166, 166, 166, 201, 201, 201, 207, 207, 207]","[42652, 42653, 42654, 42655, 49863, 49864, 49865, 51918, 51919, 51920]","[303.15, 313.15, 323.15, 333.15, 323.15, 333.15, 343.15, 313.1, 333.1, 353.1]","[13.8, 13.3, 12.1, 11.0, 13.95, 13.55, 12.63, 12.59, 10.17, 9.5]","[201, 201, 201]","[49863, 49864, 49865]","[323.15, 333.15, 343.15]","[13.95, 13.55, 12.63]","[166, 166, 166, 166]","[42652, 42653, 42654, 42655]","[303.15, 313.15, 323.15, 333.15]","[13.8, 13.3, 12.1, 11.0]","[207, 207, 207]","[51918, 51919, 51920]","[313.1, 333.1, 353.1]","[12.59, 10.17, 9.5]",,,,,,,,,,,,,,,,
"[166, 166, 166, 166, 201, 201, 201, 207, 207, 207]","[42656, 42657, 42658, 42659, 49869, 49870, 49871, 51921, 51922, 51923]","[303.15, 313.15, 323.15, 333.15, 323.15, 333.15, 343.15, 313.1, 333.1, 353.1]","[20.7, 19.3, 18.2, 17.2, 19.7, 18.4, 17.5, 17.04, 15.33, 13.56]","[201, 201, 201]","[49869, 49870, 49871]","[323.15, 333.15, 343.15]","[19.7, 18.4, 17.5]","[166, 166, 166, 166]","[42656, 42657, 42658, 42659]","[303.15, 313.15, 323.15, 333.15]","[20.7, 19.3, 18.2, 17.2]","[207, 207, 207]","[51921, 51922, 51923]","[313.1, 333.1, 353.1]","[17.04, 15.33, 13.56]",,,,,,,,,,,,,,,,
"[166, 166, 166, 166, 201, 201, 201, 207, 207, 207]","[42660, 42661, 42662, 42663, 49875, 49876, 49877, 51915, 51916, 51917]","[303.15, 313.15, 323.15, 333.15, 323.15, 333.15, 343.15, 313.1, 333.1, 353.1]","[28.3, 26.5, 25.2, 23.7, 28.2, 25.3, 23.5, 23.7, 20.83, 19.1]","[201, 201, 201]","[49875, 49876, 49877]","[323.15, 333.15, 343.15]","[28.2, 25.3, 23.5]","[166, 166, 166, 166]","[42660, 42661, 42662, 42663]","[303.15, 313.15, 323.15, 333.15]","[28.3, 26.5, 25.2, 23.7]","[207, 207, 207]","[51915, 51916, 51917]","[313.1, 333.1, 353.1]","[23.7, 20.83, 19.1]",,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 186, 186, 186, 204, 204, 204]","[43400, 43401, 43402, 43403, 47625, 47626, 47627, 51156, 51157, 51158]","[303.15, 308.15, 313.15, 318.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[1.36, 1.33, 1.31, 1.3, 0.884, 0.894, 0.902, 1.56, 1.23, 1.01]","[169, 169, 169, 169]","[43400, 43401, 43402, 43403]","[303.15, 308.15, 313.15, 318.15]","[1.36, 1.33, 1.31, 1.3]","[186, 186, 186]","[47625, 47626, 47627]","[308.15, 318.15, 328.15]","[0.884, 0.894, 0.902]","[204, 204, 204]","[51156, 51157, 51158]","[302.45, 322.35, 342.45]","[1.56, 1.23, 1.01]",,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129]","[29992, 29993, 29994, 29995, 29996, 29997, 42060, 42061, 42062, 42063]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15]","[53.0, 43.0, 36.0, 29.0, 23.0, 19.0, 80.0, 73.0, 66.0, 61.0]","[104, 104, 104, 104, 104, 104]","[29992, 29993, 29994, 29995, 29996, 29997]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0]","[53.0, 43.0, 36.0, 29.0, 23.0, 19.0]","[129, 129, 129, 129]","[42060, 42061, 42062, 42063]","[303.15, 313.15, 323.15, 333.15]","[80.0, 73.0, 66.0, 61.0]",,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 186, 186, 186, 204, 204, 204]","[43456, 43457, 43458, 43459, 47589, 47590, 47591, 51177, 51178, 51179]","[303.15, 308.15, 313.15, 318.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[1.26, 1.27, 1.3, 1.33, 0.783, 0.769, 0.761, 1.27, 1.22, 1.19]","[169, 169, 169, 169]","[43456, 43457, 43458, 43459]","[303.15, 308.15, 313.15, 318.15]","[1.26, 1.27, 1.3, 1.33]","[186, 186, 186]","[47589, 47590, 47591]","[308.15, 318.15, 328.15]","[0.783, 0.769, 0.761]","[204, 204, 204]","[51177, 51178, 51179]","[302.45, 322.35, 342.45]","[1.27, 1.22, 1.19]",,,,,,,,,,,,,,,,
