ref_id_general_group,original_index_general_group,temperature_general_group,gamma_general_group,slope_general_group,intercept_general_group,r2_general_group,ref_id_group_0,original_index_group_0,temperature_group_0,gamma_group_0,slope_group_0,intercept_group_0,r2_group_0,ref_id_group_1,original_index_group_1,temperature_group_1,gamma_group_1,slope_group_1,intercept_group_1,r2_group_1,ref_id_group_2,original_index_group_2,temperature_group_2,gamma_group_2,slope_group_2,intercept_group_2,r2_group_2,ref_id_group_3,original_index_group_3,temperature_group_3,gamma_group_3,slope_group_3,intercept_group_3,r2_group_3,ref_id_group_4,original_index_group_4,temperature_group_4,gamma_group_4,slope_group_4,intercept_group_4,r2_group_4,ref_id_group_5,original_index_group_5,temperature_group_5,gamma_group_5,slope_group_5,intercept_group_5,r2_group_5,ref_id_seudo_group,original_index_seudo_group,temperature_seudo_group,gamma_seudo_group,slope_seudo_group,intercept_seudo_group,r2_seudo_group
"[9, 9, 9, 9, 9, 9, 9, 26, 26, 26, 26, 26, 26, 26]","[3360, 3361, 3362, 3363, 3364, 3365, 3366, 4291, 4292, 4293, 4294, 4295, 4296, 4297]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[3.5, 3.52, 3.55, 3.57, 3.6, 3.62, 3.64, 4.302, 4.317, 4.332, 4.369, 4.408, 4.419, 4.422]",-131.2214642544148,1.7717907530252885,0.05796352670594453,"[9, 9, 9, 9, 9, 9, 9]","[3360, 3361, 3362, 3363, 3364, 3365, 3366]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[3.5, 3.52, 3.55, 3.57, 3.6, 3.62, 3.64]",-71.61796113186861,1.491939182698743,0.9967033585059536,"[26, 26, 26, 26, 26, 26, 26]","[4291, 4292, 4293, 4294, 4295, 4296, 4297]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[4.302, 4.317, 4.332, 4.369, 4.408, 4.419, 4.422]",-57.78624490287105,1.6481019151322402,0.9556786536171028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8362, 8363, 8364, 8365, 8366, 8367, 32450, 32451, 32452, 32453, 32454, 48978, 48979, 48980]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[0.799, 0.818, 0.841, 0.86, 0.877, 0.892, 0.862, 0.873, 0.887, 0.9, 0.912, 1.263, 0.818, 0.836]",54.98739629409556,-0.29084556366359493,0.004791896064980531,"[48, 48, 48, 48, 48, 48]","[8362, 8363, 8364, 8365, 8366, 8367]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[0.799, 0.818, 0.841, 0.86, 0.877, 0.892]",-247.12906309055168,0.5779515791483718,0.9979589576871924,"[196, 196, 196]","[48978, 48979, 48980]","[312.55, 322.45, 332.45]","[1.263, 0.818, 0.836]",2174.4892438235297,-6.796076957238324,0.7239710158443581,"[117, 117, 117, 117, 117]","[32450, 32451, 32452, 32453, 32454]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.862, 0.873, 0.887, 0.9, 0.912]",-177.13680736149882,0.4105447859561019,0.9945603556407514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[9, 9, 9, 9, 9, 9, 9, 26, 26, 26, 26, 26, 26, 26]","[3367, 3368, 3369, 3370, 3371, 3372, 3373, 4403, 4404, 4405, 4406, 4407, 4408, 4409]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[3.63, 3.65, 3.67, 3.69, 3.71, 3.72, 3.74, 4.717, 4.658, 4.577, 4.472, 4.413, 4.331, 4.066]",26.028460609064975,1.3206486551527299,0.002309185418413009,"[9, 9, 9, 9, 9, 9, 9]","[3367, 3368, 3369, 3370, 3371, 3372, 3373]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[3.63, 3.65, 3.67, 3.69, 3.71, 3.72, 3.74]",-52.89814405078071,1.4666065609135972,0.9974184096376294,"[26, 26, 26, 26, 26, 26, 26]","[4403, 4404, 4405, 4406, 4407, 4408, 4409]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[4.717, 4.658, 4.577, 4.472, 4.413, 4.331, 4.066]",243.79000625956533,0.7600951240621084,0.9008585992961162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43452, 43453, 43454, 43455, 45888, 45889, 45890, 45891, 47592, 47593, 47594, 51219, 51220, 51221]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[1.32, 1.36, 1.4, 1.46, 1.404, 1.441, 1.461, 1.493, 0.843, 0.825, 0.814, 1.48, 1.42, 1.4]",-265.6518561355928,1.0579417089383092,0.043954804870637146,"[169, 169, 169, 169]","[43452, 43453, 43454, 43455]","[303.15, 308.15, 313.15, 318.15]","[1.32, 1.36, 1.4, 1.46]",-638.4077740768214,2.3807430061769876,0.9891235977406616,"[186, 186, 186]","[47592, 47593, 47594]","[308.15, 318.15, 328.15]","[0.843, 0.825, 0.814]",177.36619426505138,-0.747511615819892,0.9866869423482966,"[204, 204, 204]","[51219, 51220, 51221]","[302.45, 322.35, 342.45]","[1.48, 1.42, 1.4]",145.07165864387323,-0.09138549007560776,0.9423374823828422,"[180, 180, 180, 180]","[45888, 45889, 45890, 45891]","[313.15, 333.15, 353.15, 373.15]","[1.404, 1.441, 1.461, 1.493]",-115.86607007636161,0.7102409230338932,0.9902255940985413,,,,,,,,,,,,,,,,,,,,,
"[9, 9, 9, 9, 9, 9, 9, 25, 25, 25, 25, 25, 25, 25]","[3353, 3354, 3355, 3356, 3357, 3358, 3359, 4235, 4236, 4237, 4238, 4239, 4240, 4241]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[1.27, 1.2, 1.14, 1.09, 1.04, 1.0, 0.959, 1.475, 1.401, 1.349, 1.289, 1.234, 1.181, 1.125]",430.516500525841,-1.134802732208223,0.43058985629907587,"[9, 9, 9, 9, 9, 9, 9]","[3353, 3354, 3355, 3356, 3357, 3358, 3359]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[1.27, 1.2, 1.14, 1.09, 1.04, 1.0, 0.959]",496.4967183196539,-1.4278316968663545,0.9997987432957202,"[25, 25, 25, 25, 25, 25, 25]","[4235, 4236, 4237, 4238, 4239, 4240, 4241]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[1.475, 1.401, 1.349, 1.289, 1.234, 1.181, 1.125]",488.3004550444365,-1.217669127032578,0.9960297157002564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8326, 8327, 8328, 8329, 8330, 8331, 32455, 32456, 32457, 32458, 32459, 48990, 48991, 48992]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[1.87, 1.92, 1.96, 2.0, 2.05, 2.09, 2.04, 2.06, 2.11, 2.16, 2.2, 1.871, 1.905, 1.951]",-290.6096390598939,1.5776628092969667,0.5996163368116422,"[48, 48, 48, 48, 48, 48]","[8326, 8327, 8328, 8329, 8330, 8331]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[1.87, 1.92, 1.96, 2.0, 2.05, 2.09]",-243.74744648656693,1.4168027415736064,0.9983459023497687,"[196, 196, 196]","[48990, 48991, 48992]","[312.55, 322.45, 332.45]","[1.871, 1.905, 1.951]",-218.3061714121013,1.323815698886758,0.9909223096952741,"[117, 117, 117, 117, 117]","[32455, 32456, 32457, 32458, 32459]","[318.15, 323.15, 333.15, 343.15, 353.15]","[2.04, 2.06, 2.11, 2.16, 2.2]",-247.57638357175978,1.4901779865057971,0.9986860263475491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43444, 43445, 43446, 43447, 45848, 45849, 45850, 45851, 47598, 47599, 47600, 51117, 51118, 51119]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[0.78, 0.8, 0.82, 0.85, 0.795, 0.797, 0.798, 0.8, 0.612, 0.609, 0.607, 0.83, 0.78, 0.75]",-44.47239095890056,-0.14417137708011657,0.00468168000728082,"[169, 169, 169, 169]","[43444, 43445, 43446, 43447]","[303.15, 308.15, 313.15, 318.15]","[0.78, 0.8, 0.82, 0.85]",-544.2246960901779,1.5443141261599516,0.988667565682869,"[186, 186, 186]","[47598, 47599, 47600]","[308.15, 318.15, 328.15]","[0.612, 0.609, 0.607]",41.54898913006887,-0.626077195289968,0.9908707106390294,"[204, 204, 204]","[51117, 51118, 51119]","[302.45, 322.35, 342.45]","[0.83, 0.78, 0.75]",263.2795444420553,-1.0595082311641355,0.9906480930042709,"[180, 180, 180, 180]","[45848, 45849, 45850, 45851]","[313.15, 333.15, 353.15, 373.15]","[0.795, 0.797, 0.798, 0.8]",-11.70152594506583,-0.1920298626971883,0.9825424266079239,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43420, 43421, 43422, 43423, 45864, 45865, 45866, 45867, 47613, 47614, 47615, 51138, 51139, 51140]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[0.66, 0.68, 0.71, 0.74, 0.693, 0.709, 0.72, 0.732, 0.454, 0.463, 0.468, 0.7, 0.69, 0.67]",-220.58165449163022,0.2371035634016762,0.050597888439992966,"[169, 169, 169, 169]","[43420, 43421, 43422, 43423]","[303.15, 308.15, 313.15, 318.15]","[0.66, 0.68, 0.71, 0.74]",-744.5135093604766,2.0362144515827283,0.99192649138302,"[186, 186, 186]","[47613, 47614, 47615]","[308.15, 318.15, 328.15]","[0.454, 0.463, 0.468]",-153.97554017581393,-0.2887004970060673,0.9778907994181713,"[204, 204, 204]","[51138, 51139, 51140]","[302.45, 322.35, 342.45]","[0.7, 0.69, 0.67]",112.55848253657891,-0.7260795704046754,0.9487191611776546,"[180, 180, 180, 180]","[45864, 45865, 45866, 45867]","[313.15, 333.15, 353.15, 373.15]","[0.693, 0.709, 0.72, 0.732]",-105.18485360186934,-0.029937921150844093,0.9972590849226565,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43440, 43441, 43442, 43443, 45844, 45845, 45846, 45847, 47601, 47602, 47603, 51120, 51121, 51122]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[0.88, 0.91, 0.92, 0.94, 0.87, 0.881, 0.891, 0.905, 0.787, 0.779, 0.774, 0.83, 1.81, 3.59]",-629.3539443250054,1.955318393163037,0.07551487313031671,"[169, 169, 169, 169]","[43440, 43441, 43442, 43443]","[303.15, 308.15, 313.15, 318.15]","[0.88, 0.91, 0.92, 0.94]",-403.46257586867034,1.20733948345024,0.9632881703971372,"[186, 186, 186]","[47601, 47602, 47603]","[308.15, 318.15, 328.15]","[0.787, 0.779, 0.774]",84.38649236029046,-0.5139009740289283,0.9874929061047987,"[204, 204, 204]","[51120, 51121, 51122]","[302.45, 322.35, 342.45]","[0.83, 1.81, 3.59]",-3792.6113898588683,12.35507426712041,0.9999802282501672,"[180, 180, 180, 180]","[45844, 45845, 45846, 45847]","[313.15, 333.15, 353.15, 373.15]","[0.87, 0.881, 0.891, 0.905]",-75.37292044818155,0.10029156601113581,0.9875004822693197,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43432, 43433, 43434, 43435, 45912, 45913, 45914, 45915, 47616, 47617, 47618, 51141, 51142, 51143]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[0.59, 0.63, 0.66, 0.7, 0.726, 0.749, 0.762, 0.782, 0.485, 0.496, 0.502, 0.77, 0.78, 0.8]",-421.11698891461066,0.8943069805271588,0.17987665879122994,"[169, 169, 169, 169]","[43432, 43433, 43434, 43435]","[303.15, 308.15, 313.15, 318.15]","[0.59, 0.63, 0.66, 0.7]",-1079.2994485389072,3.034987262890571,0.9967207670505037,"[186, 186, 186]","[47616, 47617, 47618]","[308.15, 318.15, 328.15]","[0.485, 0.496, 0.502]",-174.67795905807165,-0.1552422144568213,0.9763324374249043,"[204, 204, 204]","[51141, 51142, 51143]","[302.45, 322.35, 342.45]","[0.77, 0.78, 0.8]",-98.25031662311501,0.061192161860691346,0.9530996203101191,"[180, 180, 180, 180]","[45912, 45913, 45914, 45915]","[313.15, 333.15, 353.15, 373.15]","[0.726, 0.749, 0.762, 0.782]",-140.39313333948522,0.1291472474852644,0.991545378690297,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43428, 43429, 43430, 43431, 45872, 45873, 45874, 45875, 47604, 47605, 47606, 51135, 51136, 51137]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[0.88, 0.9, 0.92, 0.97, 0.907, 0.921, 0.93, 0.942, 0.501, 0.494, 0.49, 0.91, 0.87, 0.85]",-230.37910228672646,0.4872982393806691,0.026341557495123357,"[169, 169, 169, 169]","[43428, 43429, 43430, 43431]","[303.15, 308.15, 313.15, 318.15]","[0.88, 0.9, 0.92, 0.97]",-603.9084109684125,1.8578866617597203,0.9400068591571308,"[186, 186, 186]","[47604, 47605, 47606]","[308.15, 318.15, 328.15]","[0.501, 0.494, 0.49]",112.52377413712398,-1.0571543020655716,0.9818506637859576,"[204, 204, 204]","[51135, 51136, 51137]","[302.45, 322.35, 342.45]","[0.91, 0.87, 0.85]",177.49064658085436,-0.6839486126029182,0.9780541247925933,"[180, 180, 180, 180]","[45872, 45873, 45874, 45875]","[313.15, 333.15, 353.15, 373.15]","[0.907, 0.921, 0.93, 0.942]",-72.07985790951696,0.13289449690143612,0.9953032115079545,,,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8314, 8315, 8316, 8317, 8318, 8319, 32535, 32536, 32537, 32538, 32539, 48951, 48952, 48953]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[0.223, 0.225, 0.228, 0.229, 0.232, 0.234, 0.238, 0.239, 0.242, 0.244, 0.247, 0.249, 0.254, 0.264]",-41.6305604923153,-1.3058642808634764,0.014108391566336939,"[48, 48, 48, 48, 48, 48]","[8314, 8315, 8316, 8317, 8318, 8319]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[0.223, 0.225, 0.228, 0.229, 0.232, 0.234]",-106.2219536789069,-1.1566726277836907,0.9893611945446389,"[196, 196, 196]","[48951, 48952, 48953]","[312.55, 322.45, 332.45]","[0.249, 0.254, 0.264]",-304.52618868080197,-0.4192606682206136,0.9614039813269957,"[117, 117, 117, 117, 117]","[32535, 32536, 32537, 32538, 32539]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.238, 0.239, 0.242, 0.244, 0.247]",-118.52650182827412,-1.0636810059878397,0.9948039226517659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43412, 43413, 43414, 43415, 45840, 45841, 45842, 45843, 47628, 47629, 47630, 51126, 51127, 51128]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[0.38, 0.39, 0.4, 0.42, 0.391, 0.405, 0.417, 0.437, 0.406, 0.403, 0.402, 0.39, 0.39, 0.39]",-140.93042099598895,-0.4768009992197483,0.4845107418805395,"[169, 169, 169, 169]","[43412, 43413, 43414, 43415]","[303.15, 308.15, 313.15, 318.15]","[0.38, 0.39, 0.4, 0.42]",-626.4956202775951,1.0941324388239289,0.9662760431673049,"[186, 186, 186]","[47628, 47629, 47630]","[308.15, 318.15, 328.15]","[0.406, 0.403, 0.402]",50.304230445944164,-1.0653937400099052,0.9329631398399543,"[204, 204, 204]","[51126, 51127, 51128]","[302.45, 322.35, 342.45]","[0.39, 0.39, 0.39]",0.0,-0.941608539858445,0.0,"[180, 180, 180, 180]","[45840, 45841, 45842, 45843]","[313.15, 333.15, 353.15, 373.15]","[0.391, 0.405, 0.417, 0.437]",-210.81437258903094,-0.26937430332190226,0.9808400907744496,,,,,,,,,,,,,,,,,,,,,
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43408, 43409, 43410, 43411, 45832, 45833, 45834, 45835, 47622, 47623, 47624, 51153, 51154, 51155]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[1.26, 1.24, 1.23, 1.23, 1.083, 1.026, 0.922, 0.863, 0.942, 0.958, 0.989, 1.29, 0.98, 0.86]",606.9869429632352,-1.829050919993343,0.5799986709276584,"[169, 169, 169, 169]","[43408, 43409, 43410, 43411]","[303.15, 308.15, 313.15, 318.15]","[1.26, 1.24, 1.23, 1.23]",156.0368202032688,-0.2873912696301994,0.8452245783152516,"[186, 186, 186]","[47622, 47623, 47624]","[308.15, 318.15, 328.15]","[0.942, 0.958, 0.989]",-245.29488285744125,0.7336060365766225,0.9627507686106022,"[204, 204, 204]","[51153, 51154, 51155]","[302.45, 322.35, 342.45]","[1.29, 0.98, 0.86]",1055.846750486811,-3.255348035215076,0.9715016857488935,"[180, 180, 180, 180]","[45832, 45833, 45834, 45835]","[313.15, 333.15, 353.15, 373.15]","[1.083, 1.026, 0.922, 0.863]",458.5839036285264,-1.3728963019238583,0.9783009517365631,,,,,,,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 179, 179, 179, 179, 199, 199, 199, 206, 206, 206]","[40392, 40393, 40394, 40395, 45780, 45781, 45782, 45783, 49248, 49249, 49250, 51873, 51874, 51875]","[293.15, 313.15, 333.15, 353.15, 343.15, 353.15, 363.15, 373.15, 313.15, 323.15, 333.15, 315.9, 325.3, 334.8]","[3.81, 2.94, 2.32, 1.85, 3.55, 3.36, 3.2, 3.04, 2.87, 2.82, 2.84, 3.02, 2.69, 2.47]",212.28852786087194,0.41543799949024707,0.05315873116286594,"[179, 179, 179, 179]","[45780, 45781, 45782, 45783]","[343.15, 353.15, 363.15, 373.15]","[3.55, 3.36, 3.2, 3.04]",658.198599309502,-0.65109310126402,0.9996502074973783,"[4, 4, 4, 4]","[40392, 40393, 40394, 40395]","[293.15, 313.15, 333.15, 353.15]","[3.81, 2.94, 2.32, 1.85]",1243.718700739864,-2.8991110691775797,0.9993749099859857,"[206, 206, 206]","[51873, 51874, 51875]","[315.9, 325.3, 334.8]","[3.02, 2.69, 2.47]",1126.1359834609977,-2.4637599116937703,0.9946300134241686,"[199, 199, 199]","[49248, 49249, 49250]","[313.15, 323.15, 333.15]","[2.87, 2.82, 2.84]",56.12073169283964,0.871172266598753,0.37012588596694546,,,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129, 129, 129, 129, 129]","[30028, 30029, 30030, 30031, 30032, 30033, 42264, 42265, 42266, 42267, 42316, 42317, 42318, 42319]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[11.4, 9.6, 8.0, 6.8, 5.6, 4.7, 19.0, 17.0, 16.0, 15.0, 18.0, 17.0, 16.0, 15.0]",2186.550080299223,-4.337837365307733,0.4639732454192877,"[104, 104, 104, 104, 104, 104]","[30028, 30029, 30030, 30031, 30032, 30033]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0]","[11.4, 9.6, 8.0, 6.8, 5.6, 4.7]",1895.1228791914225,-3.7995614314981294,0.9961605085041455,"[129, 129, 129, 129, 129, 129, 129, 129]","[42264, 42265, 42266, 42267, 42316, 42317, 42318, 42319]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[19.0, 17.0, 16.0, 15.0, 18.0, 17.0, 16.0, 15.0]",696.3900087118242,0.6162325929104,0.9675490852611681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 179, 179, 179, 179, 199, 199, 199, 206, 206, 206]","[40396, 40397, 40398, 40399, 45776, 45777, 45778, 45779, 49245, 49246, 49247, 51870, 51871, 51872]","[293.15, 313.15, 333.15, 353.15, 343.15, 353.15, 363.15, 373.15, 313.15, 323.15, 333.15, 315.9, 325.3, 334.8]","[2.59, 2.06, 1.67, 1.36, 2.55, 2.47, 2.39, 2.3, 1.93, 1.98, 2.03, 2.16, 1.95, 1.81]",62.62942835548033,0.5343082851256002,0.0049010896015820845,"[179, 179, 179, 179]","[45776, 45777, 45778, 45779]","[343.15, 353.15, 363.15, 373.15]","[2.55, 2.47, 2.39, 2.3]",437.8621875073539,-0.3376312814699698,0.9953045042674193,"[4, 4, 4, 4]","[40396, 40397, 40398, 40399]","[293.15, 313.15, 333.15, 353.15]","[2.59, 2.06, 1.67, 1.36]",1107.9429938247229,-2.821450109157532,0.9990343789285897,"[206, 206, 206]","[51870, 51871, 51872]","[315.9, 325.3, 334.8]","[2.16, 1.95, 1.81]",990.3031072891686,-2.3685897222190473,0.9941208299826486,"[199, 199, 199]","[49245, 49246, 49247]","[313.15, 323.15, 333.15]","[1.93, 1.98, 2.03]",-263.45554684934064,1.4986784298983111,0.9998881946556252,,,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129, 129, 129, 129, 129]","[30064, 30065, 30066, 30067, 30068, 30069, 42240, 42241, 42242, 42243, 42244, 42245, 42246, 42247]","[302.6, 313.1, 322.9, 332.8, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[11.5, 9.4, 7.9, 6.5, 5.3, 4.4, 14.0, 14.0, 13.1, 12.6, 15.0, 14.0, 13.1, 12.7]",1996.4231494263208,-3.877103012203891,0.5326980971340424,"[104, 104, 104, 104, 104, 104]","[30064, 30065, 30066, 30067, 30068, 30069]","[302.6, 313.1, 322.9, 332.8, 342.9, 353.0]","[11.5, 9.4, 7.9, 6.5, 5.3, 4.4]",2040.4518542212045,-4.278361307971235,0.9969299592614875,"[129, 129, 129, 129, 129, 129, 129, 129]","[42240, 42241, 42242, 42243, 42244, 42245, 42246, 42247]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[14.0, 14.0, 13.1, 12.6, 15.0, 14.0, 13.1, 12.7]",478.5216448853782,1.0997813904710003,0.8878162981898104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8320, 8321, 8322, 8323, 8324, 8325, 32530, 32531, 32532, 32533, 32534, 48957, 48958, 48959]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[0.761, 0.75, 0.736, 0.724, 0.716, 0.708, 0.801, 0.789, 0.771, 0.754, 0.742, 0.742, 0.734, 0.722]",139.46989941521102,-0.7149657842001381,0.2917103705987976,"[48, 48, 48, 48, 48, 48]","[8320, 8321, 8322, 8323, 8324, 8325]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[0.761, 0.75, 0.736, 0.724, 0.716, 0.708]",163.33820296588178,-0.8031917942581344,0.9956283962109445,"[196, 196, 196]","[48957, 48958, 48959]","[312.55, 322.45, 332.45]","[0.742, 0.734, 0.722]",142.3865755177327,-0.7529395026908655,0.9822565912622271,"[117, 117, 117, 117, 117]","[32530, 32531, 32532, 32533, 32534]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.801, 0.789, 0.771, 0.754, 0.742]",246.03119712962038,-0.9973089666033201,0.995922545654476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8284, 8285, 8286, 8287, 8288, 8289, 32565, 32566, 32567, 32568, 32569, 48924, 48925, 48926]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[19.7, 19.1, 18.6, 18.1, 17.6, 17.1, 20.8, 20.5, 19.9, 19.3, 18.8, 19.3, 18.8, 18.2]",261.3012230143124,2.151809895290932,0.43092049911727226,"[48, 48, 48, 48, 48, 48]","[8284, 8285, 8286, 8287, 8288, 8289]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[19.7, 19.1, 18.6, 18.1, 17.6, 17.1]",308.9254610526441,1.9796586331224177,0.9981375049349276,"[196, 196, 196]","[48924, 48925, 48926]","[312.55, 322.45, 332.45]","[19.3, 18.8, 18.2]",306.0678838737667,1.9820949308920928,0.9942792003919433,"[117, 117, 117, 117, 117]","[32565, 32566, 32567, 32568, 32569]","[318.15, 323.15, 333.15, 343.15, 353.15]","[20.8, 20.5, 19.9, 19.3, 18.8]",327.20882802507515,2.0073542352996334,0.9995562121455199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8308, 8309, 8310, 8311, 8312, 8313, 32540, 32541, 32542, 32543, 32544, 48954, 48955, 48956]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[0.489, 0.483, 0.479, 0.474, 0.47, 0.467, 0.513, 0.509, 0.501, 0.496, 0.493, 0.438, 0.418, 0.405]",-24.8746978827235,-0.6737675075220217,0.002334174973162836,"[48, 48, 48, 48, 48, 48]","[8308, 8309, 8310, 8311, 8312, 8313]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[0.489, 0.483, 0.479, 0.474, 0.47, 0.467]",101.9765355698678,-1.0472698080308798,0.9969994765320547,"[196, 196, 196]","[48954, 48955, 48956]","[312.55, 322.45, 332.45]","[0.438, 0.418, 0.405]",409.59707259416666,-2.1381669760778506,0.9907663187531128,"[117, 117, 117, 117, 117]","[32540, 32541, 32542, 32543, 32544]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.513, 0.509, 0.501, 0.496, 0.493]",130.52019403073413,-1.0796464020106757,0.976994057802856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
